UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,AIRCRAFT_TYPE,MONTH
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,12264,IAD,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,10693,BNA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,14107,PHX,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,13303,MIA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,11150,CSG,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,11267,DAY,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,15304,TPA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,10990,CHO,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,10466,AZA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,15096,SYR,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,12348,INT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,14122,PIT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,12264,IAD,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,15249,TLH,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,14843,SJU,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,15376,TUS,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,14524,RIC,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,12206,HRL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,ORD,14683,SAT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,ORD,15096,SYR,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,ORD,14711,SCE,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,STL,11433,DTW,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,STL,10559,BFI,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,STL,15096,SYR,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,STL,10590,IFP,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,STL,11259,DAL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,STL,14122,PIT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,STL,14524,RIC,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,SAT,10792,BUF,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,SAT,10185,AEX,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,SAT,14893,SMF,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,SAT,12266,IAH,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,SAT,11540,ELP,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,SAT,13061,LRD,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,SAT,10466,AZA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,SAT,14831,SJC,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,SAT,12197,HPN,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,14679,SAN,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,10466,AZA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,10540,BED,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,14843,SJU,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,12206,HRL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,10685,BMI,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,15374,TUP,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14893,SMF,12191,HOU,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14893,SMF,14107,PHX,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13029,LNK,11067,CMI,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,13029,LNK,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,11066,CMH,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,11111,COU,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,10821,BWI,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,15096,SYR,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,13487,MSP,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,14711,SCE,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,12339,IND,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12266,IAH,10466,AZA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12266,IAH,10136,ABI,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15412,TYS,10781,BTR,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15412,TYS,10158,ACY,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15412,TYS,11049,CLL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15412,TYS,11973,GPT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,11067,CMI,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,11618,EWR,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,12889,LAS,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,15096,SYR,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,13342,MKE,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,14696,SBN,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,14711,SCE,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,14092,PGV,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,14492,RDU,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,14100,PHL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,14122,PIT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,12264,IAD,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,10721,BOS,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,11973,GPT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,11066,CMH,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,11995,GSO,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,13061,LRD,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,15304,TPA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,11259,DAL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,14492,RDU,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,13495,MSY,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,14122,PIT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,12264,IAD,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,10721,BOS,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13290,MHK,12896,LBB,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10868,CAE,14730,SDF,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10216,AHN,15153,TCL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10216,AHN,11726,FOE,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11150,CSG,10185,AEX,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11953,GNV,13303,MIA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11953,GNV,10868,CAE,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11953,GNV,10781,BTR,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11953,GNV,15153,TCL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11953,GNV,12348,INT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,ELP,13061,LRD,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,ELP,10466,AZA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,ELP,12206,HRL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14696,SBN,11995,GSO,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14696,SBN,10990,CHO,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14696,SBN,15096,SYR,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14696,SBN,10397,ATL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14696,SBN,10540,BED,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,GSO,11193,CVG,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,GSO,10431,AVL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,GSO,10990,CHO,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,GSO,10158,ACY,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,GSO,11057,CLT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,GSO,13577,MYR,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,GSO,10599,BHM,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,GSO,14492,RDU,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,GSO,14122,PIT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,GSO,10397,ATL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,GSO,14730,SDF,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,DAY,11996,GSP,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,DAY,10158,ACY,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,DAY,14524,RIC,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,DAY,11973,GPT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11898,GFK,13303,MIA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11898,GFK,10469,AZO,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13871,OMA,11193,CVG,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13871,OMA,11111,COU,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13871,OMA,12191,HOU,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13871,OMA,14307,PVD,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13871,OMA,12278,ICT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13061,LRD,14683,SAT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13061,LRD,10185,AEX,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13061,LRD,10466,AZA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13061,LRD,12206,HRL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,MEM,11066,CMH,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,MEM,14696,SBN,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,MEM,15153,TCL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,MEM,14761,SFB,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,MEM,14092,PGV,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,MEM,15370,TUL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,MEM,10615,BIF,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,MEM,10980,CHA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,MEM,11973,GPT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15304,TPA,14492,RDU,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15304,TPA,12264,IAD,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15304,TPA,13232,MDW,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,DEN,14683,SAT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,DEN,12889,LAS,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,DEN,10559,BFI,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,DEN,14107,PHX,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14869,SLC,11193,CVG,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14869,SLC,13342,MKE,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14869,SLC,14771,SFO,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13264,MFR,11603,EUG,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,LAS,14893,SMF,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,LAS,11540,ELP,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,LAS,16101,YKM,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,LAS,14122,PIT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,LAS,12892,LAX,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,LAS,14107,PHX,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10431,AVL,10158,ACY,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14679,SAN,14683,SAT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14679,SAN,10185,AEX,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14679,SAN,12266,IAH,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13230,MDT,10466,AZA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10559,BFI,13303,MIA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10559,BFI,14057,PDX,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10559,BFI,14771,SFO,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10559,BFI,15376,TUS,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11789,FTW,10781,BTR,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,11433,DTW,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,11789,FTW,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,15096,SYR,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,11953,GNV,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,11834,FYV,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,15153,TCL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,14307,PVD,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,15249,TLH,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11111,COU,11834,FYV,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11111,COU,12896,LBB,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11111,COU,15153,TCL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11111,COU,14122,PIT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11111,COU,15370,TUL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11111,COU,11423,DSM,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11111,COU,15374,TUP,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12451,JAX,13244,MEM,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,11067,CMI,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,14711,SCE,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,12197,HPN,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11996,GSP,15323,TRI,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11996,GSP,10990,CHO,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11996,GSP,14122,PIT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11996,GSP,15249,TLH,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11996,GSP,14524,RIC,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15323,TRI,11995,GSO,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15323,TRI,11973,GPT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,CHO,13930,ORD,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,CHO,15016,STL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,CHO,10478,BAF,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,CHO,11996,GSP,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,CHO,14696,SBN,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,CHO,14492,RDU,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,CHO,14122,PIT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,CHO,15249,TLH,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,CHO,10397,ATL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,CHO,14524,RIC,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,CHO,14730,SDF,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,CHO,11973,GPT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,SYR,11193,CVG,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,SYR,13303,MIA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,SYR,11067,CMI,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,SYR,10781,BTR,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,SYR,10990,CHO,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,SYR,14696,SBN,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,SYR,13244,MEM,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,SYR,14492,RDU,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,SYR,14122,PIT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,SYR,10693,BNA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,SYR,15249,TLH,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,SYR,10540,BED,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,SYR,10557,BFD,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,SYR,14730,SDF,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,13303,MIA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,10185,AEX,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,12266,IAH,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,11540,ELP,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,12889,LAS,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,14679,SAN,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,13230,MDT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,10559,BFI,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,10466,AZA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,13487,MSP,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,16101,YKM,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,14057,PDX,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,12892,LAX,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,12206,HRL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,16218,YUM,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16091,YIP,14711,SCE,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16091,YIP,14524,RIC,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,MSP,11193,CVG,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,MSP,15016,STL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,MSP,10185,AEX,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,MSP,11067,CMI,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,MSP,11123,CPS,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,MSP,15153,TCL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10683,BMG,14711,SCE,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10683,BMG,15249,TLH,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12055,GYY,13871,OMA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11603,EUG,11259,DAL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11603,EUG,15919,XNA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,15370,TUL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14570,RNO,11980,GRI,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14057,PDX,10466,AZA,617,1
